table_name,affiliation,type
against, President Aasra Samajik Seva Sanstha,Complainant
against,,Complainant
against, Bhartiya Sanskriti Vikas Sanstha,Complainant
against, Bhartiya Sanskriti Vikas Sanstha,Complainant
against, Bhartiya Sanskriti Vikas Sanstha,Complainant
against,,Complainant
against, Chairman National Commission for Minorities,Complainant
against, Haryana ,Complainant
against, Paschim Vihar,Complainant
against, IAS  New Delhi ,Complainant
against, IAS  New Delhi ,Complainant
against, President Vishva Hindu Parishad,Complainant
against, President Vishva Hindu Parishad,Complainant
against, ,Complainant
against,,Complainant
against, Deputy Resident Commissioner Nagaland House,Complainant
against, Bangalore Age ,Complainant
against, Secretary Paropkarini Sabha Kesarganj ,Complainant
against, ,Complainant
against, Dainik Jagran,Complainant
against, Chairman Special Court AP Land Grabing  Act,Complainant
against, of Switzerland ,Complainant
against, of Switzerland ,Complainant
against, Luck-now ,Complainant
against, Board of Electro Homoeopathic Medicine,Complainant
against, of Bihar State Non-gazetted Employees Federation ,Complainant
against, ,Complainant
against, of Delhi ,Complainant
against, of Bennett Coleman & Co. Ltd. New Delhi ,Complainant
against,,Complainant
against, Execu-tive Editor The Deshbandhu,Complainant
against, Way Inspector Northern Railway's Kοι-kapura  ,Complainant
against, ,Complainant
against, Lecturer of Physics B. Barooh College,Complainant
against,,Complainant
against, Chitralekha a Gujarat: News Week-ly,Complainant
against, Direc-tor Institute of Journalism Thiruvananthapuram ,Complainant
against, Director Institute of Journalism Thiruvananthapuram ,Complainant
against, Director Institute of Journalism Thiruvananthapuram ,Complainant
against, Director Institute of Journalism Thiruvananthapuram ,Complainant
against,,Complainant
against, Telecom District Engineer,Complainant
against, Editor Dost Ki Baat Hallor ,Complainant
against, Committee for Initiative on Kash-mir,Complainant
against, Professor of English Guwahati University ,Complainant
against, President National Youth Forum,Complainant
against, General Secy. Dr. BR Ambedkar Vichar Manch,Complainant
against, General Secy. Dr. BR Ambedkar Vichar Manch,Complainant
against, Chairman Anjuman-Milat-elsamia Chittogarh  ,Complainant
against, Shia Point,Complainant
against, Kollur of Andhya Veda-Sadanam,Complainant
against, Com-mercial Department M/s Driplex Water Engineering Ltd. ,Complainant
against, General Secretary U.P Congress Committee  Labour Cell Muzaf-farnagar U.P. ,Complainant
against, General Secretary U.P. Congress Committee  Labour Cell Muzaf-farnagar U.P. ,Complainant
against, General Secretary U.P Congress Committee  Labour Cell Muz-zafarnagar U.P. ,Complainant
against, General Secretary U.P Congress Committee  Labour Cell Muz-zafarnagar U.P. ,Complainant
against, ,Complainant
against, ,Complainant
against, M.P.  ,Complainant
against, M.P.  ,Complainant
against, ,Complainant
against, ,Complainant
against, SSI Hasanbagh Police Station,Complainant
against, Ad-vocate ,Complainant
against, Rajasthan Kesari  ,Complainant
against, Director Indian Institute of Technology Kan-pur ,Complainant
against, Executive Officer Nagpur Improve-ment Trust,Complainant
against, Press Reporter ,Complainant
against, ,Complainant
against, ,Complainant
against, District Youth Co-Or-dinator Yuva Kendra Bulandshar ,Complainant
against, Direc-tor Medical College Rohtak ,Complainant
against, IPS ,Complainant
against, ,Complainant
against, Jai Hind Educational Trust,Complainant
against, Priest Shiva Shani Mandir,Complainant
against, Priest Shiva Shani Mandir,Complainant
against, Shia Point New Delhi ,Complainant
against, Treasurer Jan Adhikar Ab-hiyan,Complainant
against, Press Reporter Amar Ujala,Complainant
against, Project Director Dumez Sogea-Borie-Sac Dul Hasti Hydro - Electric Project Kishtwar District Doda  ,Complainant
against, Proprietor Shankar Namkeen Bhandar,Complainant
against, Press Reporter Ambernath,Complainant
against, ,Complainant
against,,Complainant
against, Lec-turer Govt. College  Kum-bakonam ,Complainant
against, Beconganj Goldsmith Union ,Complainant
against, ,Complainant
against, ,Complainant
against, ,Complainant
against,,Complainant
against, General Secretary Silver Stone Co-operative Society,Complainant
against, ,Complainant
against, Vice Chairman J N Educational Society,Complainant
against, Vice-Chairman J N Educational Society,Complainant
against, Vice-Chairman J N Educational Society,Complainant
against, Vice-Chairman J N Educational Society,Complainant
against, Vice-Chairman J N Educational Society,Complainant
against, Mayor Calcutta ,Complainant
against, President East Calcutta District Sports Council and Mayor of Calcutta ,Complainant
against, of Malda West Bengal ,Complainant
against, of Malda West Bengal ,Complainant
against, ,Complainant
against, ,Complainant
against, Minister of State Institutional Finance Programme Implementation and Industries Govt. of Bihar Patna ,Complainant
against, Asstt. Teacher Govt. High School Badakolakota ,Complainant
against, Maark Pharmaceuticals Agartala ,Complainant
against, Branch Manager Bank Pirari West Champaran ,Complainant
against, ,Complainant
against, ,Complainant
against, ,Complainant
against, The Bal-Bhawan Society,Complainant
against, Secretary General Indian Council of World Affairs,Complainant
against, Chairman Town Area Committee Dayal Bagh,Complainant
against, G. B. Pant Hospital,Complainant
against, ,Complainant
against, President Doordarshan News Professionals Association New Delhi ,Complainant
against, Regional Director Forest Conser-vation,Complainant
against, the then I G Police Pondicherry  ,Complainant
against, Matru Sewa Sangh,Complainant
against, Gondwana Samaj,Complainant
against, Gondwana Samaj,Complainant
against, of the Simbhaoli Sugar Mills Limited,Complainant
against, ,Complainant
against, Editor Mastana Jogi,Complainant
against, Keshtriya Sri. Gandhi Ashram,Complainant
against, General Manager District Industries Centre,Complainant
against, Director AIIMS ,Complainant
against, Special Executive Magistrate and President of Christian Revival Oriented Social Service Bombay ,Complainant
against, M.P.  ,Complainant
against, ,Complainant
against, Khargaon ,Complainant
against, Director General I&PRD Government of Bihar,Complainant
against,,Complainant
against,,Complainant
against, Vice-Chancellor National University of Electro Complex Homeopathy,Complainant
against,,Complainant
against, Chairman & MD Jabalpur Tractors Ltd.,Complainant
against, Instructor Home Guard,Complainant
against, Deputy Director Department of Animal Husbandary,Complainant
against, Principal Azad Inter College Behraich ,Complainant
against, Principal Azad Inter College Behraich ,Complainant
against, Regional Manager JVG Finance Ltd. Jodhpur ,Complainant
against, National President Indian Medical Association ,Complainant
against, Chairman Department of Surgery Sir Ganga Ram Hospital,Complainant
against, Project Manager Wildlife Protection Society of India,Complainant
against, Director Delhi Public Library,Complainant
against, Inspector General of Prisons,Complainant
against, Law-Office-cum-Public Relations Officer Prisons Headquarters,Complainant
against, Director Public Relations Ministry of Railways Government of India,Complainant
against, Managing Director DSCF & DC,Complainant
against,,Complainant
against,,Complainant
against, IPS  ,Complainant
against, ,Complainant
against, Head of the Journalism and Mass Communication Department ,Complainant
against, President Sunnyvilla Co-operative House Building Society Ltd.,Complainant
against, Executive Engineer Transport Centre Division,Complainant
against, General Secretary Social Education Teachers Association NDMC ,Complainant
against, General Manager  Government of NCT to Delhi Office of the Commissioner of Excise,Complainant
against, General Manager  ,Complainant
against,  Badayun ,Complainant
against, Principal Shri Guru Govind Singh Inter College,Complainant
against,,Complainant
against, Secretary Jakeshwar Shikshan Sansthan District Chamoli ,Complainant
against,Principal Meerut College,Complainant
against, Chief Director Finance and Management Institute University of Lucknow,Complainant
against,  President People Union for Civil Liberties,Complainant
against, President Indian Journalists Union ,Complainant
against, President Delhi Union of Journalists,Complainant
against,,Complainant
against, Member & Spokesman All Goa Citizens for Social Justice & Action Panjim ,Complainant
against,,Complainant
against, Secretary ICDS Ltd. Manipal  ,Complainant
against, Supdt. of Police Belgaum ,Complainant
against, Supdt. of Police Belgaum ,Complainant
against, Director  Finolex Industries Ltd.,Complainant
against,,Complainant
against, Medical Officer Cantt. Central Hospital,Complainant
against, Bureau Chief Dainik Bhaskar,Complainant
against, Sr. Supdt. of Post Offices Raipur Sanbhag,Complainant
against, Secretary Blue Cross Society of Pune ,Complainant
against, Aligarh Muslim University,Complainant
against,,Complainant
against, of Moradabad U.P. ,Complainant
against, of Moradabad U.P. ,Complainant
against, Tatanagar ,Complainant
against, Hony. Secretary Deep Sahakari Grih Nirman Samiti Simit Tatanagar ,Complainant
against, Secretariat Member Bihar State Committee CPI ,Complainant
against, IAS Dumka ,Complainant
against, of Pantikhar Sasan Village District Nayagarh  ,Complainant
against, Director National Education Foundation,Complainant
against, Cantonment Executive Officer Dalhousie Cantonment ,Complainant
against, Managing Trustee Bethal Charitable Trust,Complainant
against,,Complainant
against, Advocate Jalaon ,Complainant
against, Advocate Jalaon ,Complainant
against, Managing Trustee Consumer Education and Research Centre ,Complainant
against, Sharda Shiksha Samiti Shujalpur City District Shujalpur ,Complainant
against, Sharda Shiksha Samiti Shujalpur City District Shujalpur ,Complainant
against, Hony. Secretary Deep Sahakari Grih Nirman Samiti Simit,Complainant
against, Teacher Primary School,Complainant
against, Shiv Sena Vasai Taluka Pramukh Vasai ,Complainant
against, Madhya Pradesh ,Complainant
against, Director M.P.Laghu Udyog Nigam Ltd.,Complainant
against,,Complainant
against,,Complainant
against, District Sagar M.P. ,Complainant
against, Mehsana ,Complainant
against, Under Secretary Lucknow Development Authority ,Complainant
against, Principal Mahatma Gandhi Government Hr. Sec. School,Complainant
against, Minister-in-charge Municipal Affairs Department Urban Development Government of West Bengal,Complainant
against,,Complainant
against, Journalist & Writer,Complainant
against,,Complainant
against, Superin-tending Engineer Constn. Circle No. 1 PWD B&R,Complainant
against, IAS Secretary to Government of A.P. ,Complainant
against, IAS Commissioner of MCD,Complainant
against, Secretary AMU Staff Association & Club Aligarh Muslim University,Complainant
against, Working Chairman Regional Autonomy Committee,Complainant
against, Chandigarh Administration ,Complainant
against,,Complainant
against, Kamla Nehru Institute of Technology,Complainant
against, Telecommunication Officer Dakpatthar,Complainant
against, U.P. ,Complainant
against, Chief Medical Officer,Complainant
against,,Complainant
against, Member Zila Panchyat Pitheragarh ,Complainant
against, Navhind Papers & Publications Ltd. ,Complainant
against, President NTR Telegu Desam ,Complainant
against, IPS Inspector General of Police Spl. Protection Force  Hyderabad ,Complainant
against, Jagalmudi ,Complainant
